startTime,time,open,high,low,close,volume
2021-04-30T16:00:00+00:00,1619798400000.0,42.69,43.97,42.35,43.77,10059280.1005
2021-04-30T20:00:00+00:00,1619812800000.0,43.77,43.78,42.6275,42.8725,7128331.18125
2021-05-01T00:00:00+00:00,1619827200000.0,42.8725,43.08,42.0275,43.08,7706540.16475
2021-05-01T04:00:00+00:00,1619841600000.0,43.08,43.55,42.6075,42.9425,6649198.854
2021-05-01T08:00:00+00:00,1619856000000.0,42.9425,44.605,42.445,44.395,7611104.85
2021-05-01T12:00:00+00:00,1619870400000.0,44.395,47.9175,43.735,47.4575,17148105.5255
2021-05-01T16:00:00+00:00,1619884800000.0,47.4575,49.485,46.69,49.4025,13982263.60325
2021-05-01T20:00:00+00:00,1619899200000.0,49.4025,49.9,47.225,49.57,7795693.30775
2021-05-02T00:00:00+00:00,1619913600000.0,49.57,49.9625,47.1925,47.5175,6859702.75575
2021-05-02T04:00:00+00:00,1619928000000.0,47.5175,48.32,46.0425,46.5675,7758485.9175
2021-05-02T08:00:00+00:00,1619942400000.0,46.5675,47.6475,46.0425,46.7225,7262307.28125
2021-05-02T12:00:00+00:00,1619956800000.0,46.7225,47.52,46.1025,47.1,8738107.15
2021-05-02T16:00:00+00:00,1619971200000.0,47.1,48.25,46.75,47.955,5332739.203
2021-05-02T20:00:00+00:00,1619985600000.0,47.955,48.1225,46.3625,46.9175,5440805.2095
2021-05-03T00:00:00+00:00,1620000000000.0,46.9175,48.0,46.725,47.695,6948257.25275
2021-05-03T04:00:00+00:00,1620014400000.0,47.72,48.995,47.505,48.5275,12956907.7065
2021-05-03T08:00:00+00:00,1620028800000.0,48.5275,49.3525,47.6725,48.3125,11744234.9915
2021-05-03T12:00:00+00:00,1620043200000.0,48.3125,48.5925,46.88,47.92,11411696.0735
2021-05-03T16:00:00+00:00,1620057600000.0,47.92,48.05,46.8,47.005,12289281.79625
2021-05-03T20:00:00+00:00,1620072000000.0,47.005,47.005,44.7,46.06,22903404.66975
2021-05-04T00:00:00+00:00,1620086400000.0,46.0375,46.0625,43.2,45.01,13314180.49
2021-05-04T04:00:00+00:00,1620100800000.0,45.01,47.325,44.8125,46.0075,11755087.709
2021-05-04T08:00:00+00:00,1620115200000.0,46.0075,47.8225,45.4775,47.115,10614324.12075
2021-05-04T12:00:00+00:00,1620129600000.0,47.115,47.445,42.9775,43.57,20041736.026
2021-05-04T16:00:00+00:00,1620144000000.0,43.57,44.77,42.3025,44.57,13549494.24775
2021-05-04T20:00:00+00:00,1620158400000.0,44.57,44.8725,42.53,42.635,9051031.3645
2021-05-05T00:00:00+00:00,1620172800000.0,42.635,45.1675,42.3,43.8775,8453989.83725
2021-05-05T04:00:00+00:00,1620187200000.0,43.8775,44.53,42.9975,44.53,8745077.8615
2021-05-05T08:00:00+00:00,1620201600000.0,44.53,45.8,44.015,44.36,9898996.01525
2021-05-05T12:00:00+00:00,1620216000000.0,44.36,45.32,43.92,44.21,11930754.72175
2021-05-05T16:00:00+00:00,1620230400000.0,44.21,46.0,44.12,45.9575,9354233.9925
2021-05-05T20:00:00+00:00,1620244800000.0,45.9625,46.7475,44.5,44.9775,9450789.277
2021-05-06T00:00:00+00:00,1620259200000.0,44.98,44.98,43.5825,44.265,9303407.5415
2021-05-06T04:00:00+00:00,1620273600000.0,44.265,44.65,42.5475,43.79,9065877.5715
2021-05-06T08:00:00+00:00,1620288000000.0,43.79,44.85,43.335,44.61,9949725.9525
2021-05-06T12:00:00+00:00,1620302400000.0,44.61,44.6425,43.5425,43.775,7677787.2025
2021-05-06T16:00:00+00:00,1620316800000.0,43.775,43.93,42.6125,43.805,9576121.56525
2021-05-06T20:00:00+00:00,1620331200000.0,43.805,43.9,43.1,43.52,5067054.48225
2021-05-07T00:00:00+00:00,1620345600000.0,43.52,43.78,41.7325,42.0475,9080628.02325
2021-05-07T04:00:00+00:00,1620360000000.0,42.0475,42.79,41.5,42.31,6719955.23275
2021-05-07T08:00:00+00:00,1620374400000.0,42.31,43.09,42.0175,42.75,5416889.187
2021-05-07T12:00:00+00:00,1620388800000.0,42.75,45.185,42.4075,45.0,10233697.45325
2021-05-07T16:00:00+00:00,1620403200000.0,45.0,46.23,43.3775,43.7825,18943607.7985
2021-05-07T20:00:00+00:00,1620417600000.0,43.7825,44.5675,42.27,43.2,7652728.03425
2021-05-08T00:00:00+00:00,1620432000000.0,43.2,43.6875,42.3925,43.56,5175445.319
2021-05-08T04:00:00+00:00,1620446400000.0,43.5775,43.6575,42.74,43.6225,4653949.19425
2021-05-08T08:00:00+00:00,1620460800000.0,43.6225,44.6825,43.6,44.3175,7613031.99325
2021-05-08T12:00:00+00:00,1620475200000.0,44.3175,45.49,43.5275,43.6325,11489681.99675
2021-05-08T16:00:00+00:00,1620489600000.0,43.6325,45.39,43.6025,44.95,8707661.4075
2021-05-08T20:00:00+00:00,1620504000000.0,44.95,46.75,44.4225,45.72,10428720.41375
2021-05-09T00:00:00+00:00,1620518400000.0,45.72,47.15,44.62,44.625,8481172.123
2021-05-09T04:00:00+00:00,1620532800000.0,44.625,46.22,43.0,44.755,11752754.51625
2021-05-09T08:00:00+00:00,1620547200000.0,44.755,45.4175,44.3375,44.8025,6689164.40875
2021-05-09T12:00:00+00:00,1620561600000.0,44.8025,44.8975,43.2975,44.195,11557862.18475
2021-05-09T16:00:00+00:00,1620576000000.0,44.195,45.0325,44.0325,44.2975,7736136.94275
2021-05-09T20:00:00+00:00,1620590400000.0,44.2975,44.99,44.1075,44.34,5666262.67625
2021-05-10T00:00:00+00:00,1620604800000.0,44.34,45.4925,44.275,45.05,7440345.3645
2021-05-10T04:00:00+00:00,1620619200000.0,45.05,45.9575,44.8625,45.53,6895068.66425
2021-05-10T08:00:00+00:00,1620633600000.0,45.53,45.535,43.645,43.9825,8330958.822
2021-05-10T12:00:00+00:00,1620648000000.0,43.9825,44.4,43.18,43.915,9513332.07225
2021-05-10T16:00:00+00:00,1620662400000.0,43.915,43.9575,41.345,42.0,13100138.5385
2021-05-10T20:00:00+00:00,1620676800000.0,42.0,44.0675,38.8425,42.9375,21001622.799
2021-05-11T00:00:00+00:00,1620691200000.0,42.9375,43.045,39.53,40.3775,14504133.39
2021-05-11T04:00:00+00:00,1620705600000.0,40.3775,41.5475,39.705,41.53,11521427.1205
2021-05-11T08:00:00+00:00,1620720000000.0,41.53,42.2375,40.26,41.3725,7510356.8325
2021-05-11T12:00:00+00:00,1620734400000.0,41.3725,41.75,40.055,41.5175,7963191.51575
2021-05-11T16:00:00+00:00,1620748800000.0,41.5175,43.1475,41.33,42.9825,7343810.149
2021-05-11T20:00:00+00:00,1620763200000.0,42.9825,45.175,42.765,44.6525,11296618.14975
2021-05-12T00:00:00+00:00,1620777600000.0,44.6525,45.6975,44.0,44.4975,12302222.578
2021-05-12T04:00:00+00:00,1620792000000.0,44.4975,45.7,43.7725,44.8725,9644875.64275
2021-05-12T08:00:00+00:00,1620806400000.0,44.8725,46.7,44.7525,46.0825,14422189.247
2021-05-12T12:00:00+00:00,1620820800000.0,46.0825,48.1675,44.9575,47.4675,26200047.35225
2021-05-12T16:00:00+00:00,1620835200000.0,47.4675,47.8225,42.5175,44.85,20288642.30425
2021-05-12T20:00:00+00:00,1620849600000.0,44.85,49.1,41.195,43.2475,39917378.82025
2021-05-13T00:00:00+00:00,1620864000000.0,43.2475,45.4325,40.0,42.53,24363574.8795
2021-05-13T04:00:00+00:00,1620878400000.0,42.53,45.0525,42.335,44.2425,9395124.22325
2021-05-13T08:00:00+00:00,1620892800000.0,44.2425,44.6075,40.45,41.59,16869057.78425
2021-05-13T12:00:00+00:00,1620907200000.0,41.59,43.4275,41.1325,41.4875,11958758.01375
2021-05-13T16:00:00+00:00,1620921600000.0,41.4875,42.085,37.435,39.1175,28045310.67925
2021-05-13T20:00:00+00:00,1620936000000.0,39.1175,41.61,38.71,41.0,7080815.16175
2021-05-14T00:00:00+00:00,1620950400000.0,41.0,42.2425,40.23,40.7575,5173358.802
2021-05-14T04:00:00+00:00,1620964800000.0,40.7575,41.25,39.91,41.1025,4631475.0575
2021-05-14T08:00:00+00:00,1620979200000.0,41.105,43.2375,41.105,42.86,5417979.89025
2021-05-14T12:00:00+00:00,1620993600000.0,42.86,45.0,41.9175,44.675,9330591.617
2021-05-14T16:00:00+00:00,1621008000000.0,44.6375,44.92,43.165,43.225,4334270.3355
2021-05-14T20:00:00+00:00,1621022400000.0,43.225,43.3125,41.4225,42.75,8416663.4175
2021-05-15T00:00:00+00:00,1621036800000.0,42.75,43.0425,41.6975,42.14,3362895.4725
2021-05-15T04:00:00+00:00,1621051200000.0,42.14,42.74,40.6,40.865,3805705.083
2021-05-15T08:00:00+00:00,1621065600000.0,40.865,41.5,40.385,41.27,4391573.90325
2021-05-15T12:00:00+00:00,1621080000000.0,41.27,41.955,40.1725,41.41,3634050.81
2021-05-15T16:00:00+00:00,1621094400000.0,41.41,42.3425,39.4175,42.3025,10484559.95
2021-05-15T20:00:00+00:00,1621108800000.0,42.3025,45.5825,41.895,43.49,10738175.4255
2021-05-16T00:00:00+00:00,1621123200000.0,43.49,47.9,43.0175,47.6,15300108.5675
2021-05-16T04:00:00+00:00,1621137600000.0,47.585,47.845,45.8125,46.465,10680958.9885
2021-05-16T08:00:00+00:00,1621152000000.0,46.465,47.9475,45.97,47.2175,9913059.934
2021-05-16T12:00:00+00:00,1621166400000.0,47.2175,52.4575,47.0225,48.52,30031047.1015
2021-05-16T16:00:00+00:00,1621180800000.0,48.52,49.85,41.8775,43.6625,46478099.8975
2021-05-16T20:00:00+00:00,1621195200000.0,43.6625,48.7375,42.2125,46.8475,26306652.82975
2021-05-17T00:00:00+00:00,1621209600000.0,46.8475,47.35,43.75,44.095,20518699.2865
2021-05-17T04:00:00+00:00,1621224000000.0,44.05,51.0575,43.155,50.5775,36224906.61175
2021-05-17T08:00:00+00:00,1621238400000.0,50.5775,51.5,47.78,50.23,21784560.66575
2021-05-17T12:00:00+00:00,1621252800000.0,50.23,50.515,47.725,48.5625,16137783.9845
2021-05-17T16:00:00+00:00,1621267200000.0,48.5625,51.9275,45.5725,49.1225,35216788.4085
2021-05-17T20:00:00+00:00,1621281600000.0,49.145,50.0,46.32,46.72,14879422.97
2021-05-18T00:00:00+00:00,1621296000000.0,46.72,48.3325,46.1075,47.72,12623313.21675
2021-05-18T04:00:00+00:00,1621310400000.0,47.72,52.035,47.57,51.9675,18974670.4715
2021-05-18T08:00:00+00:00,1621324800000.0,51.9675,55.03,51.545,54.485,20300252.74975
2021-05-18T12:00:00+00:00,1621339200000.0,54.485,55.04,51.175,53.415,24330113.70225
2021-05-18T16:00:00+00:00,1621353600000.0,53.415,58.3975,53.065,55.1975,37291030.062
2021-05-18T20:00:00+00:00,1621368000000.0,55.1975,56.96,50.53,55.915,20387364.679
2021-05-19T00:00:00+00:00,1621382400000.0,55.915,57.5725,50.9975,52.005,27184290.4925
2021-05-19T04:00:00+00:00,1621396800000.0,52.005,52.5675,44.0,50.8575,49311959.1125
2021-05-19T08:00:00+00:00,1621411200000.0,50.8575,50.985,38.0,43.9,34784661.62425
2021-05-19T12:00:00+00:00,1621425600000.0,43.9,47.3975,28.8025,46.4725,116777063.348
2021-05-19T16:00:00+00:00,1621440000000.0,46.4725,47.9025,40.64,40.99,37562176.80875
2021-05-19T20:00:00+00:00,1621454400000.0,40.99,41.8575,34.9325,35.035,41248575.241
2021-05-20T00:00:00+00:00,1621468800000.0,34.9425,38.83,31.0,36.4925,39959658.84975
2021-05-20T04:00:00+00:00,1621483200000.0,36.4925,42.44,35.965,41.73,25791765.37075
2021-05-20T08:00:00+00:00,1621497600000.0,41.73,44.305,39.175,43.2675,22777379.7765
2021-05-20T12:00:00+00:00,1621512000000.0,43.2675,46.3125,42.515,45.8825,37133378.35525
2021-05-20T16:00:00+00:00,1621526400000.0,45.8825,49.675,42.5475,44.9825,55051734.05025
2021-05-20T20:00:00+00:00,1621540800000.0,44.9825,48.11,43.885,44.4825,18289199.50075
2021-05-21T00:00:00+00:00,1621555200000.0,44.4825,47.7475,44.4,45.5125,16925478.55225
2021-05-21T04:00:00+00:00,1621569600000.0,45.5125,45.86,43.0,44.01,16719441.33225
2021-05-21T08:00:00+00:00,1621584000000.0,44.01,44.25,41.05,42.25,23670679.1485
2021-05-21T12:00:00+00:00,1621598400000.0,42.25,42.64,35.5425,36.95,36865334.17175
2021-05-21T16:00:00+00:00,1621612800000.0,36.95,40.23,36.535,38.13,16844937.3225
2021-05-21T20:00:00+00:00,1621627200000.0,38.13,38.98,33.5525,38.885,18847692.55825
2021-05-22T00:00:00+00:00,1621641600000.0,38.885,40.0,36.68,37.6875,11766457.5315
2021-05-22T04:00:00+00:00,1621656000000.0,37.6875,38.225,34.0725,35.175,14231093.43025
2021-05-22T08:00:00+00:00,1621670400000.0,35.175,37.84,35.155,37.01,9855293.34525
2021-05-22T12:00:00+00:00,1621684800000.0,37.01,38.37,34.695,35.3925,6547918.75375
2021-05-22T16:00:00+00:00,1621699200000.0,35.3925,35.5325,31.1875,31.375,17616894.9315
2021-05-22T20:00:00+00:00,1621713600000.0,31.375,33.785,31.18,31.275,8914442.8265
2021-05-23T00:00:00+00:00,1621728000000.0,31.275,32.3875,29.0,30.2725,21155339.03575
2021-05-23T04:00:00+00:00,1621742400000.0,30.2725,30.41,25.925,26.7,17588938.14175
2021-05-23T08:00:00+00:00,1621756800000.0,26.7,26.74,21.26,25.665,37744620.1945
2021-05-23T12:00:00+00:00,1621771200000.0,25.665,26.6325,22.26,22.9,29278773.3005
2021-05-23T16:00:00+00:00,1621785600000.0,22.9,23.625,19.1175,22.935,30251330.88675
2021-05-23T20:00:00+00:00,1621800000000.0,22.935,25.89,22.6675,24.535,14909265.441
2021-05-24T00:00:00+00:00,1621814400000.0,24.535,27.9575,24.535,26.7,10878931.45025
2021-05-24T04:00:00+00:00,1621828800000.0,26.7,28.8475,25.875,28.595,14591182.9975
2021-05-24T08:00:00+00:00,1621843200000.0,28.595,30.325,27.14,30.2525,13439683.6485
2021-05-24T12:00:00+00:00,1621857600000.0,30.2525,31.4975,29.16,30.3625,16961217.3615
2021-05-24T16:00:00+00:00,1621872000000.0,30.3625,32.0,28.645,31.865,10371916.8345
2021-05-24T20:00:00+00:00,1621886400000.0,31.865,32.375,29.9075,31.3975,10329815.01275
2021-05-25T00:00:00+00:00,1621900800000.0,31.3975,33.2025,28.7925,29.22,11328475.716
2021-05-25T04:00:00+00:00,1621915200000.0,29.22,30.23,27.74,29.6225,10402975.0535
2021-05-25T08:00:00+00:00,1621929600000.0,29.6225,29.63,25.88,26.3025,12424322.19475
2021-05-25T12:00:00+00:00,1621944000000.0,26.3025,29.6975,26.17,29.575,12421063.31725
2021-05-25T16:00:00+00:00,1621958400000.0,29.575,29.985,28.23,28.4525,5954596.78225
2021-05-25T20:00:00+00:00,1621972800000.0,28.4525,31.3,28.38,30.05,7409947.58625
2021-05-26T00:00:00+00:00,1621987200000.0,30.05,32.53,28.905,32.53,8502854.58075
2021-05-26T04:00:00+00:00,1622001600000.0,32.53,35.6425,31.46,35.13,12505639.575
2021-05-26T08:00:00+00:00,1622016000000.0,35.13,36.38,33.27,36.245,8783656.47875
2021-05-26T12:00:00+00:00,1622030400000.0,36.245,37.2775,33.3225,34.35,12165641.52025
2021-05-26T16:00:00+00:00,1622044800000.0,34.35,35.2225,32.7075,33.6125,11872789.5595
2021-05-26T20:00:00+00:00,1622059200000.0,33.6125,35.8075,33.3925,35.4725,6277490.90075
2021-05-27T00:00:00+00:00,1622073600000.0,35.47,35.6375,31.1,31.8975,10055656.3645
2021-05-27T04:00:00+00:00,1622088000000.0,31.8975,33.4725,31.5,33.2275,5335925.8965
2021-05-27T08:00:00+00:00,1622102400000.0,33.2275,35.2525,32.1825,35.12,5712821.14825
2021-05-27T12:00:00+00:00,1622116800000.0,35.12,35.26,33.7975,34.215,4142261.1485
2021-05-27T16:00:00+00:00,1622131200000.0,34.215,34.59,33.105,34.4775,4172873.3855
2021-05-27T20:00:00+00:00,1622145600000.0,34.4775,35.44,33.4375,33.77,6630635.19325
2021-05-28T00:00:00+00:00,1622160000000.0,33.77,34.5625,33.06,33.835,5198856.33475
2021-05-28T04:00:00+00:00,1622174400000.0,33.835,33.835,30.0275,31.05,6243290.7695
2021-05-28T08:00:00+00:00,1622188800000.0,31.05,31.275,28.2675,28.5,9180317.83725
2021-05-28T12:00:00+00:00,1622203200000.0,28.5,31.96,28.295,31.1925,6410441.35625
2021-05-28T16:00:00+00:00,1622217600000.0,31.1925,31.55,30.2125,30.8,5793734.99775
2021-05-28T20:00:00+00:00,1622232000000.0,30.8,31.2425,27.975,28.9875,7610772.15225
2021-05-29T00:00:00+00:00,1622246400000.0,28.9875,29.8,28.785,29.445,1936884.047
2021-05-29T04:00:00+00:00,1622260800000.0,29.445,30.07,28.5,29.15,6018708.2585
2021-05-29T08:00:00+00:00,1622275200000.0,29.15,29.4,27.79,28.7425,3753605.238
2021-05-29T12:00:00+00:00,1622289600000.0,28.7425,28.7425,26.5,26.965,5976263.37675
2021-05-29T16:00:00+00:00,1622304000000.0,26.965,27.515,25.7125,26.0325,4760371.855
2021-05-29T20:00:00+00:00,1622318400000.0,26.0325,27.7,25.7475,27.4,3388393.48475
2021-05-30T00:00:00+00:00,1622332800000.0,27.4,27.48,25.6275,26.775,3652950.1835
2021-05-30T04:00:00+00:00,1622347200000.0,26.775,29.5925,26.7125,29.56,3248291.9475
2021-05-30T08:00:00+00:00,1622361600000.0,29.56,29.7875,28.6,29.375,2981392.4305
2021-05-30T12:00:00+00:00,1622376000000.0,29.375,29.45,27.4275,27.8425,3654742.45625
2021-05-30T16:00:00+00:00,1622390400000.0,27.8325,29.4275,27.625,29.14,3364682.1335
2021-05-30T20:00:00+00:00,1622404800000.0,29.14,29.4875,28.4575,28.63,2536384.3675
2021-05-31T00:00:00+00:00,1622419200000.0,28.63,29.055,27.5225,28.05,3154069.7835
2021-05-31T04:00:00+00:00,1622433600000.0,28.05,30.78,27.5475,30.62,6486908.26875
2021-05-31T08:00:00+00:00,1622448000000.0,30.62,32.4175,30.34,31.5925,7032299.549
2021-05-31T12:00:00+00:00,1622462400000.0,31.5925,32.79,30.575,32.65,6464730.13875
2021-05-31T16:00:00+00:00,1622476800000.0,32.65,33.0175,31.3125,31.6025,4614090.492
2021-05-31T20:00:00+00:00,1622491200000.0,31.6025,32.9725,31.39,32.79,3010492.956
2021-06-01T00:00:00+00:00,1622505600000.0,32.79,32.885,31.3,32.2425,3733692.07575
2021-06-01T04:00:00+00:00,1622520000000.0,32.2425,33.3275,31.935,32.16,4219340.96525
2021-06-01T08:00:00+00:00,1622534400000.0,32.16,32.33,30.61,32.03,4612375.20925
2021-06-01T12:00:00+00:00,1622548800000.0,32.03,32.2725,30.82,31.17,4244248.89075
2021-06-01T16:00:00+00:00,1622563200000.0,31.17,31.5,29.825,30.0525,7049106.2915
2021-06-01T20:00:00+00:00,1622577600000.0,30.0525,31.12,29.97,30.93,3787698.4625
2021-06-02T00:00:00+00:00,1622592000000.0,30.93,31.255,30.4175,31.02,3010351.66725
2021-06-02T04:00:00+00:00,1622606400000.0,31.02,31.855,30.845,31.7325,3373096.0995
2021-06-02T08:00:00+00:00,1622620800000.0,31.7325,32.5675,31.42,32.42,3516824.7915
2021-06-02T12:00:00+00:00,1622635200000.0,32.42,34.2625,32.42,33.635,7711854.29175
2021-06-02T16:00:00+00:00,1622649600000.0,33.635,34.985,33.3525,34.12,5811561.37
2021-06-02T20:00:00+00:00,1622664000000.0,34.12,34.645,33.34,33.985,3839802.91925
2021-06-03T00:00:00+00:00,1622678400000.0,33.985,35.815,33.7025,35.54,5322803.8695
2021-06-03T04:00:00+00:00,1622692800000.0,35.54,37.4375,35.1575,36.6675,5612675.049
2021-06-03T08:00:00+00:00,1622707200000.0,36.6675,37.67,36.205,36.7475,5104690.4225
2021-06-03T12:00:00+00:00,1622721600000.0,36.7475,39.7075,36.11,38.5,12079989.7565
2021-06-03T16:00:00+00:00,1622736000000.0,38.5,39.8825,38.0525,39.5025,10457852.6145
2021-06-03T20:00:00+00:00,1622750400000.0,39.5025,41.29,39.23,39.59,7147540.59
2021-06-04T00:00:00+00:00,1622764800000.0,39.59,39.69,36.915,38.8575,9562773.56
2021-06-04T04:00:00+00:00,1622779200000.0,38.8575,39.2,34.9375,36.7,11567172.03
2021-06-04T08:00:00+00:00,1622793600000.0,36.7,38.0525,34.95,35.56,7494365.5525
2021-06-04T12:00:00+00:00,1622808000000.0,35.56,38.515,34.21,38.1475,11172212.801
2021-06-04T16:00:00+00:00,1622822400000.0,38.1475,38.835,37.175,37.8,6818891.301
2021-06-04T20:00:00+00:00,1622836800000.0,37.8,39.1425,36.745,37.39,5560000.498
2021-06-05T00:00:00+00:00,1622851200000.0,37.39,42.525,37.04,41.45,10256705.9505
2021-06-05T04:00:00+00:00,1622865600000.0,41.45,42.7925,41.43,41.5675,8565207.0305
2021-06-05T08:00:00+00:00,1622880000000.0,41.5675,41.9575,39.4525,40.05,9355601.18875
2021-06-05T12:00:00+00:00,1622894400000.0,40.05,41.48,39.115,40.53,12128951.6835
2021-06-05T16:00:00+00:00,1622908800000.0,40.525,40.6075,39.2625,39.5425,4807072.18875
2021-06-05T20:00:00+00:00,1622923200000.0,39.5425,40.1525,37.5125,39.65,7149904.55525
2021-06-06T00:00:00+00:00,1622937600000.0,39.65,40.685,38.945,39.7475,6462159.37275
2021-06-06T04:00:00+00:00,1622952000000.0,39.7475,40.4875,39.46,39.7825,4114948.81725
2021-06-06T08:00:00+00:00,1622966400000.0,39.7825,41.4825,39.7825,40.6025,4450016.74825
2021-06-06T12:00:00+00:00,1622980800000.0,40.6025,42.99,40.25,42.8425,8459495.78
2021-06-06T16:00:00+00:00,1622995200000.0,42.8425,43.415,41.405,41.6475,7060808.05325
2021-06-06T20:00:00+00:00,1623009600000.0,41.6475,42.95,41.4675,42.2,4714430.9455
2021-06-07T00:00:00+00:00,1623024000000.0,42.2,43.985,41.725,42.6,6656458.909
2021-06-07T04:00:00+00:00,1623038400000.0,42.6,44.0375,42.4,43.77,6499617.436
2021-06-07T08:00:00+00:00,1623052800000.0,43.77,44.21,43.045,43.3025,7348114.13675
2021-06-07T12:00:00+00:00,1623067200000.0,43.3025,44.095,41.8425,42.21,4932402.30975
2021-06-07T16:00:00+00:00,1623081600000.0,42.21,42.7875,41.13,42.75,6410548.51275
2021-06-07T20:00:00+00:00,1623096000000.0,42.75,42.935,37.9325,38.2675,13212407.815
2021-06-08T00:00:00+00:00,1623110400000.0,38.2675,39.755,35.32,37.5275,22837681.1325
2021-06-08T04:00:00+00:00,1623124800000.0,37.5275,38.1175,34.82,36.8025,18498438.14425
2021-06-08T08:00:00+00:00,1623139200000.0,36.8025,38.155,35.395,37.32,11824395.4005
2021-06-08T12:00:00+00:00,1623153600000.0,37.32,37.4675,33.57,36.68,16918466.907
2021-06-08T16:00:00+00:00,1623168000000.0,36.68,41.4475,36.5275,41.2,17897055.9545
2021-06-08T20:00:00+00:00,1623182400000.0,41.2,43.1875,40.05,41.3025,20441332.36225
2021-06-09T00:00:00+00:00,1623196800000.0,41.3025,41.7525,39.31,40.5425,14977396.8895
2021-06-09T04:00:00+00:00,1623211200000.0,40.545,43.9525,39.66,43.03,14541855.05425
2021-06-09T08:00:00+00:00,1623225600000.0,43.03,43.9425,42.11,43.59,12572061.83925
2021-06-09T12:00:00+00:00,1623240000000.0,43.59,44.085,41.5325,42.55,13089999.151
2021-06-09T16:00:00+00:00,1623254400000.0,42.55,43.215,41.005,41.785,7092052.8285
2021-06-09T20:00:00+00:00,1623268800000.0,41.785,42.8,41.58,42.04,3659140.86775
2021-06-10T00:00:00+00:00,1623283200000.0,42.04,42.11,40.625,40.8075,4856186.4845
2021-06-10T04:00:00+00:00,1623297600000.0,40.8075,42.4025,40.69,42.175,2901347.209
2021-06-10T08:00:00+00:00,1623312000000.0,42.175,43.0725,41.12,42.005,6599656.5445
2021-06-10T12:00:00+00:00,1623326400000.0,42.005,42.3225,40.8475,41.15,6644359.117
2021-06-10T16:00:00+00:00,1623340800000.0,41.15,41.485,39.52,40.99,6369795.49675
2021-06-10T20:00:00+00:00,1623355200000.0,40.99,41.535,40.085,41.095,3471648.87575
2021-06-11T00:00:00+00:00,1623369600000.0,41.095,41.3675,39.2625,40.19,3398893.0905
2021-06-11T04:00:00+00:00,1623384000000.0,40.19,40.385,38.325,38.725,5780361.60075
