unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1640934000000.0,2021-12-31 07:00:00,BTC/USDT,47385.0,47455.0,46828.0,47189.0,133.69737303185065,6309045.336
1640930400000.0,2021-12-31 06:00:00,BTC/USDT,47277.0,47554.0,47161.0,47385.0,50.268136574865466,2381955.6516
1640926800000.0,2021-12-31 05:00:00,BTC/USDT,47345.0,47403.0,47202.0,47277.0,27.226577227827484,1287190.8916
1640923200000.0,2021-12-31 04:00:00,BTC/USDT,47201.0,47467.0,47142.0,47345.0,42.97719183229486,2034755.1473
1640919600000.0,2021-12-31 03:00:00,BTC/USDT,46999.0,47280.0,46924.0,47201.0,58.27363765386327,2750573.9709
1640916000000.0,2021-12-31 02:00:00,BTC/USDT,47127.0,47131.0,46822.0,46999.0,37.356630666609924,1755724.2847
1640912400000.0,2021-12-31 01:00:00,BTC/USDT,47076.0,47349.0,46854.0,47127.0,66.60073701063085,3138692.9331
1640908800000.0,2021-12-31 00:00:00,BTC/USDT,47121.0,47388.0,46847.0,47076.0,89.08107318803637,4193580.6014
1640905200000.0,2021-12-30 23:00:00,BTC/USDT,47089.0,47244.0,46942.0,47121.0,51.74311619235585,2438187.3781
1640901600000.0,2021-12-30 22:00:00,BTC/USDT,47312.0,47332.0,46735.0,47089.0,83.01277881883242,3908988.7418
1640898000000.0,2021-12-30 21:00:00,BTC/USDT,47199.0,47345.0,46927.0,47312.0,136.11940935069327,6440081.4952
1640894400000.0,2021-12-30 20:00:00,BTC/USDT,47562.0,47678.0,47085.0,47199.0,132.91991610839213,6273687.1204
1640890800000.0,2021-12-30 19:00:00,BTC/USDT,47866.0,47910.0,47536.0,47562.0,72.56936943147892,3451544.3489
1640887200000.0,2021-12-30 18:00:00,BTC/USDT,47669.0,47915.0,47488.0,47866.0,84.55816520076881,4047461.1355
1640883600000.0,2021-12-30 17:00:00,BTC/USDT,47597.0,47774.0,47479.0,47669.0,104.73244264406638,4992490.8084
1640880000000.0,2021-12-30 16:00:00,BTC/USDT,47149.0,47645.0,47094.0,47597.0,241.40629750824633,11490215.5425
1640876400000.0,2021-12-30 15:00:00,BTC/USDT,47349.0,47509.0,47120.0,47129.0,190.46290148528507,8976326.0841
1640872800000.0,2021-12-30 14:00:00,BTC/USDT,47329.0,47443.0,47174.0,47350.0,212.44380925871172,10059214.3684
1640869200000.0,2021-12-30 13:00:00,BTC/USDT,47525.0,47578.0,47307.0,47329.0,140.9380840879799,6670458.5818
1640865600000.0,2021-12-30 12:00:00,BTC/USDT,47524.0,47725.0,47401.0,47525.0,147.79005364755392,7023722.2996
1640862000000.0,2021-12-30 11:00:00,BTC/USDT,46949.0,47568.0,46902.0,47524.0,259.2446874631765,12320344.527
1640858400000.0,2021-12-30 10:00:00,BTC/USDT,46763.0,46962.0,46689.0,46949.0,146.93128573345544,6898276.9339
1640854800000.0,2021-12-30 09:00:00,BTC/USDT,46802.0,46990.0,46733.0,46763.0,86.82215797532237,4060064.5734
1640851200000.0,2021-12-30 08:00:00,BTC/USDT,46985.0,47180.0,46775.0,46802.0,302.98305019229946,14180212.7151
1640847600000.0,2021-12-30 07:00:00,BTC/USDT,46904.0,47104.0,46843.0,46982.0,101.09284424673278,4749544.0084
1640844000000.0,2021-12-30 06:00:00,BTC/USDT,46762.0,46971.0,46708.0,46904.0,48.010102093638075,2251865.8286
1640840400000.0,2021-12-30 05:00:00,BTC/USDT,46728.0,46814.0,46582.0,46762.0,86.95066278602283,4065986.8932
1640836800000.0,2021-12-30 04:00:00,BTC/USDT,46508.0,46938.0,46496.0,46728.0,60.07288901301147,2807085.9578
1640833200000.0,2021-12-30 03:00:00,BTC/USDT,46666.0,46717.0,46474.0,46508.0,60.494848264814664,2813494.4031
1640829600000.0,2021-12-30 02:00:00,BTC/USDT,46571.0,46670.0,46238.0,46666.0,65.62707593108472,3062553.1254
1640826000000.0,2021-12-30 01:00:00,BTC/USDT,46693.0,46749.0,46440.0,46571.0,46.498895954564006,2165500.0835
1640822400000.0,2021-12-30 00:00:00,BTC/USDT,46466.0,46850.0,45937.0,46693.0,173.76933385732337,8113811.5058
1640818800000.0,2021-12-29 23:00:00,BTC/USDT,47281.0,47375.0,46037.0,46466.0,340.41298597899544,15817629.8065
1640815200000.0,2021-12-29 22:00:00,BTC/USDT,47234.0,47477.0,47094.0,47281.0,55.03964789873311,2602329.5923
1640811600000.0,2021-12-29 21:00:00,BTC/USDT,47376.0,47399.0,47055.0,47234.0,71.06655212982174,3356757.5233
1640808000000.0,2021-12-29 20:00:00,BTC/USDT,47148.0,47714.0,47084.0,47376.0,78.69362322695035,3728189.094
1640804400000.0,2021-12-29 19:00:00,BTC/USDT,47534.0,47549.0,47034.0,47148.0,155.7393650992619,7342799.5857
1640800800000.0,2021-12-29 18:00:00,BTC/USDT,47561.0,47767.0,47408.0,47534.0,68.34133283965163,3248536.9152
1640797200000.0,2021-12-29 17:00:00,BTC/USDT,47737.0,47739.0,47490.0,47561.0,50.868830577574066,2419372.4511
1640793600000.0,2021-12-29 16:00:00,BTC/USDT,47973.0,48049.0,47614.0,47737.0,67.74472137126338,3233929.7641
1640790000000.0,2021-12-29 15:00:00,BTC/USDT,47836.0,48050.0,47743.0,47973.0,146.52561374314718,7029273.2681
1640786400000.0,2021-12-29 14:00:00,BTC/USDT,47417.0,47917.0,47255.0,47836.0,174.48822305167658,8346818.6379
1640782800000.0,2021-12-29 13:00:00,BTC/USDT,46829.0,47462.0,46588.0,47417.0,163.98070547272076,7775473.1114
1640779200000.0,2021-12-29 12:00:00,BTC/USDT,47736.0,47779.0,46618.0,46829.0,230.87594526682187,10811689.6409
1640775600000.0,2021-12-29 11:00:00,BTC/USDT,47700.0,47763.0,47522.0,47736.0,45.98544433551198,2195161.1708
1640772000000.0,2021-12-29 10:00:00,BTC/USDT,47944.0,47996.0,47647.0,47700.0,52.69994616771489,2513787.4322
1640768400000.0,2021-12-29 09:00:00,BTC/USDT,47715.0,48089.0,47404.0,47944.0,195.86696397880863,9390645.721
1640764800000.0,2021-12-29 08:00:00,BTC/USDT,47566.0,47841.0,47539.0,47715.0,161.04247998532955,7684141.9325
1640761200000.0,2021-12-29 07:00:00,BTC/USDT,47856.0,47873.0,47526.0,47566.0,147.88045863431861,7034081.8954
1640757600000.0,2021-12-29 06:00:00,BTC/USDT,47907.0,47990.0,47751.0,47856.0,153.94944123202941,7367404.4596
1640754000000.0,2021-12-29 05:00:00,BTC/USDT,47794.0,47930.0,47750.0,47907.0,71.09694732502557,3406041.4555
1640750400000.0,2021-12-29 04:00:00,BTC/USDT,48008.0,48064.0,47784.0,47794.0,38.84178005188936,1856404.0358
1640746800000.0,2021-12-29 03:00:00,BTC/USDT,48001.0,48142.0,47904.0,48008.0,49.4526793826029,2374124.2318
1640743200000.0,2021-12-29 02:00:00,BTC/USDT,47745.0,48040.0,47677.0,48001.0,156.483753359305,7511376.645
1640739600000.0,2021-12-29 01:00:00,BTC/USDT,47769.0,47974.0,47697.0,47745.0,43.905191940517334,2096253.3892
1640736000000.0,2021-12-29 00:00:00,BTC/USDT,47546.0,47849.0,47454.0,47769.0,99.16377356025875,4736954.2992
1640732400000.0,2021-12-28 23:00:00,BTC/USDT,47692.0,47793.0,47517.0,47546.0,71.06486939174694,3378850.2801
1640728800000.0,2021-12-28 22:00:00,BTC/USDT,47552.0,47743.0,47331.0,47691.0,103.78525746786605,4949622.7139
1640725200000.0,2021-12-28 21:00:00,BTC/USDT,47801.0,47850.0,47501.0,47552.0,88.31403114485195,4199508.809
1640721600000.0,2021-12-28 20:00:00,BTC/USDT,47688.0,48039.0,47569.0,47801.0,74.15511593062907,3544688.6966
1640718000000.0,2021-12-28 19:00:00,BTC/USDT,47794.0,47796.0,47310.0,47688.0,113.34183087778896,5405045.2309
1640714400000.0,2021-12-28 18:00:00,BTC/USDT,48030.0,48031.0,47612.0,47794.0,91.2388052789053,4360667.4595
1640710800000.0,2021-12-28 17:00:00,BTC/USDT,48629.0,48643.0,47683.0,48030.0,127.4212496169061,6120042.6191
1640707200000.0,2021-12-28 16:00:00,BTC/USDT,48941.0,48978.0,48155.0,48629.0,155.89219569804027,7580881.5846
1640703600000.0,2021-12-28 15:00:00,BTC/USDT,49079.0,49224.0,48907.0,48941.0,99.37789695551788,4863653.6549
1640700000000.0,2021-12-28 14:00:00,BTC/USDT,49021.0,49167.0,48347.0,49079.0,211.3538909329856,10373037.6131
1640696400000.0,2021-12-28 13:00:00,BTC/USDT,49103.0,49285.0,48987.0,49021.0,82.42886082903246,4040745.1867
1640692800000.0,2021-12-28 12:00:00,BTC/USDT,49199.0,49372.0,49088.0,49103.0,80.22489043642955,3939282.7951
1640689200000.0,2021-12-28 11:00:00,BTC/USDT,49035.0,49232.0,48910.0,49199.0,53.15163907193236,2615007.4907
1640685600000.0,2021-12-28 10:00:00,BTC/USDT,49027.0,49175.0,48761.0,49035.0,147.3765742347303,7226610.3176
1640682000000.0,2021-12-28 09:00:00,BTC/USDT,49377.0,49446.0,49022.0,49027.0,121.27940511962795,5945965.3948
1640678400000.0,2021-12-28 08:00:00,BTC/USDT,49222.0,49438.0,49123.0,49377.0,108.01955101565507,5333681.3705
1640674800000.0,2021-12-28 07:00:00,BTC/USDT,49219.0,49373.0,49053.0,49222.0,79.54770623095364,3915497.1961
1640671200000.0,2021-12-28 06:00:00,BTC/USDT,49206.0,49337.0,49100.0,49219.0,90.8471756618379,4471407.1389
1640667600000.0,2021-12-28 05:00:00,BTC/USDT,49055.0,49236.0,48960.0,49206.0,59.26213761329919,2916052.7434
1640664000000.0,2021-12-28 04:00:00,BTC/USDT,49820.0,49821.0,48646.0,49055.0,231.40148787483437,11351399.9877
1640660400000.0,2021-12-28 03:00:00,BTC/USDT,49781.0,49840.0,49495.0,49820.0,131.9506934504215,6573783.5477
1640656800000.0,2021-12-28 02:00:00,BTC/USDT,49819.0,49957.0,49588.0,49781.0,91.25674133303872,4542851.8403
1640653200000.0,2021-12-28 01:00:00,BTC/USDT,50351.0,50351.0,49637.0,49819.0,175.83616021999637,8759981.666
1640649600000.0,2021-12-28 00:00:00,BTC/USDT,50703.0,50703.0,50032.0,50351.0,183.24183843617803,9226409.8071
1640646000000.0,2021-12-27 23:00:00,BTC/USDT,51017.0,51054.0,50632.0,50703.0,74.8619322545017,3795724.5511
1640642400000.0,2021-12-27 22:00:00,BTC/USDT,50968.0,51220.0,50709.0,51017.0,77.11174613952213,3934009.9528
1640638800000.0,2021-12-27 21:00:00,BTC/USDT,51222.0,51297.0,50937.0,50968.0,69.33606933958562,3533920.7821
1640635200000.0,2021-12-27 20:00:00,BTC/USDT,51192.0,51358.0,50918.0,51222.0,103.35668439537699,5294136.0881
1640631600000.0,2021-12-27 19:00:00,BTC/USDT,51691.0,51706.0,51191.0,51192.0,115.07178875214878,5890755.0098
1640628000000.0,2021-12-27 18:00:00,BTC/USDT,51856.0,51944.0,51621.0,51691.0,57.796995981892394,2987584.5193
1640624400000.0,2021-12-27 17:00:00,BTC/USDT,51469.0,52117.0,51449.0,51856.0,197.43363072547055,10238118.3549
1640620800000.0,2021-12-27 16:00:00,BTC/USDT,51445.0,51523.0,51225.0,51469.0,69.64937031222678,3584783.4406
1640617200000.0,2021-12-27 15:00:00,BTC/USDT,51503.0,51668.0,51367.0,51445.0,68.91701983283117,3545436.0853
1640613600000.0,2021-12-27 14:00:00,BTC/USDT,51305.0,51685.0,51212.0,51503.0,101.46151793487758,5225572.5582
1640610000000.0,2021-12-27 13:00:00,BTC/USDT,51130.0,51434.0,50999.0,51305.0,101.14923320728973,5189461.4097
1640606400000.0,2021-12-27 12:00:00,BTC/USDT,50759.0,51197.0,50583.0,51130.0,101.7021223997653,5200029.5183
1640602800000.0,2021-12-27 11:00:00,BTC/USDT,50797.0,50882.0,50674.0,50759.0,43.38082385192774,2201967.2379
1640599200000.0,2021-12-27 10:00:00,BTC/USDT,50767.0,50912.0,50696.0,50796.0,68.4346662670289,3476207.3077
1640595600000.0,2021-12-27 09:00:00,BTC/USDT,50552.0,50779.0,50511.0,50767.0,28.308947946500677,1437160.3604
1640592000000.0,2021-12-27 08:00:00,BTC/USDT,50697.0,50861.0,50552.0,50552.0,44.04494467281215,2226560.0431
1640588400000.0,2021-12-27 07:00:00,BTC/USDT,50937.0,50989.0,50659.0,50697.0,75.12731849221848,3808729.6656
1640584800000.0,2021-12-27 06:00:00,BTC/USDT,50859.0,50978.0,50735.0,50937.0,47.874032972102796,2438559.6175
1640581200000.0,2021-12-27 05:00:00,BTC/USDT,51003.0,51027.0,50841.0,50859.0,107.36161618199336,5460304.4374
1640577600000.0,2021-12-27 04:00:00,BTC/USDT,51017.0,51099.0,50869.0,51003.0,69.94217053114522,3567260.5236
1640574000000.0,2021-12-27 03:00:00,BTC/USDT,50815.0,51137.0,50801.0,51017.0,76.09455858047318,3882116.0951
1640570400000.0,2021-12-27 02:00:00,BTC/USDT,50791.0,50929.0,50685.0,50824.0,34.661969486856606,1761659.9372
1640566800000.0,2021-12-27 01:00:00,BTC/USDT,50621.0,50820.0,50455.0,50791.0,35.73001225217066,1814763.0523
1640563200000.0,2021-12-27 00:00:00,BTC/USDT,50773.0,50982.0,50572.0,50621.0,102.3003089942909,5178543.9416
1640559600000.0,2021-12-26 23:00:00,BTC/USDT,50978.0,51062.0,50648.0,50773.0,87.37670864829732,4436377.6282
1640556000000.0,2021-12-26 22:00:00,BTC/USDT,50783.0,51283.0,50783.0,50978.0,110.26554401702695,5621116.9029
1640552400000.0,2021-12-26 21:00:00,BTC/USDT,50280.0,51050.0,49914.0,50783.0,138.100234401276,7013144.2036
1640548800000.0,2021-12-26 20:00:00,BTC/USDT,50350.0,50377.0,50273.0,50280.0,13.984768951869532,703154.1829
1640545200000.0,2021-12-26 19:00:00,BTC/USDT,50360.0,50464.0,50220.0,50350.0,43.25851131479642,2178066.0447
1640541600000.0,2021-12-26 18:00:00,BTC/USDT,50257.0,50405.0,50159.0,50360.0,66.26008586378077,3336857.9241
1640538000000.0,2021-12-26 17:00:00,BTC/USDT,50254.0,50385.0,50179.0,50257.0,24.765037929044713,1244616.5112
1640534400000.0,2021-12-26 16:00:00,BTC/USDT,50055.0,50411.0,50031.0,50254.0,51.27839280455287,2576944.352
1640530800000.0,2021-12-26 15:00:00,BTC/USDT,49917.0,50282.0,49907.0,50055.0,57.15549850364599,2860918.4776
1640527200000.0,2021-12-26 14:00:00,BTC/USDT,49851.0,49962.0,49746.0,49917.0,66.64961413145822,3326948.7886
1640523600000.0,2021-12-26 13:00:00,BTC/USDT,49883.0,49981.0,49777.0,49851.0,28.03043556598664,1397345.2434
1640520000000.0,2021-12-26 12:00:00,BTC/USDT,49756.0,49963.0,49653.0,49883.0,45.607639175671075,2275045.865
1640516400000.0,2021-12-26 11:00:00,BTC/USDT,50086.0,50123.0,49420.0,49756.0,105.50589049762843,5249551.0876
1640512800000.0,2021-12-26 10:00:00,BTC/USDT,50015.0,50110.0,49941.0,50086.0,47.190760555843944,2363596.4332
1640509200000.0,2021-12-26 09:00:00,BTC/USDT,49881.0,50160.0,49834.0,50015.0,64.18556721783465,3210241.1444
1640505600000.0,2021-12-26 08:00:00,BTC/USDT,49932.0,50099.0,49832.0,49881.0,47.87175783564885,2387891.1526
1640502000000.0,2021-12-26 07:00:00,BTC/USDT,49901.0,49970.0,49722.0,49932.0,32.9537228711047,1645445.2904
1640498400000.0,2021-12-26 06:00:00,BTC/USDT,49866.0,49966.0,49810.0,49903.0,22.730747876881146,1134332.5113
1640494800000.0,2021-12-26 05:00:00,BTC/USDT,49867.0,49973.0,49800.0,49866.0,35.306683896843545,1760603.0992
1640491200000.0,2021-12-26 04:00:00,BTC/USDT,49678.0,49885.0,49626.0,49867.0,31.58247656767,1574923.359
1640487600000.0,2021-12-26 03:00:00,BTC/USDT,50035.0,50035.0,49626.0,49678.0,95.10725497403277,4724738.2126
1640484000000.0,2021-12-26 02:00:00,BTC/USDT,50533.0,50561.0,49857.0,50035.0,114.46808162286399,5727410.464
1640480400000.0,2021-12-26 01:00:00,BTC/USDT,50384.0,50673.0,50325.0,50533.0,73.359121843152,3707056.5041
1640476800000.0,2021-12-26 00:00:00,BTC/USDT,50409.0,50565.0,50253.0,50384.0,50.14889553628136,2526701.9527
1640473200000.0,2021-12-25 23:00:00,BTC/USDT,50605.0,50687.0,50348.0,50409.0,130.81395833482117,6594200.8257
1640469600000.0,2021-12-25 22:00:00,BTC/USDT,50963.0,50981.0,50579.0,50605.0,89.04368118960578,4506055.4866
1640466000000.0,2021-12-25 21:00:00,BTC/USDT,50872.0,51090.0,50839.0,50963.0,41.08203390891431,2093663.6941
1640462400000.0,2021-12-25 20:00:00,BTC/USDT,50901.0,50999.0,50742.0,50872.0,34.52936695038528,1756577.9555
1640458800000.0,2021-12-25 19:00:00,BTC/USDT,51000.0,51062.0,50822.0,50901.0,30.214034901082492,1537924.5905
1640455200000.0,2021-12-25 18:00:00,BTC/USDT,50787.0,51153.0,50714.0,51000.0,91.1109727607843,4646659.6108
1640451600000.0,2021-12-25 17:00:00,BTC/USDT,50607.0,50846.0,50159.0,50787.0,224.63585804438142,11408581.3225
1640448000000.0,2021-12-25 16:00:00,BTC/USDT,50660.0,50765.0,50463.0,50607.0,94.644917252554,4789695.3274
1640444400000.0,2021-12-25 15:00:00,BTC/USDT,50740.0,50809.0,50652.0,50660.0,31.24366059218318,1582803.8456
1640440800000.0,2021-12-25 14:00:00,BTC/USDT,50859.0,50875.0,50690.0,50740.0,31.07019856720536,1576501.8753
1640437200000.0,2021-12-25 13:00:00,BTC/USDT,50803.0,50908.0,50637.0,50859.0,81.61387695589768,4150800.1681
1640433600000.0,2021-12-25 12:00:00,BTC/USDT,50682.0,50934.0,50682.0,50803.0,46.83989413617306,2379607.1418
1640430000000.0,2021-12-25 11:00:00,BTC/USDT,50637.0,50819.0,50585.0,50682.0,35.922055731818,1820601.6286
1640426400000.0,2021-12-25 10:00:00,BTC/USDT,50807.0,50833.0,50537.0,50638.0,63.6346176567005,3222329.7689
1640422800000.0,2021-12-25 09:00:00,BTC/USDT,50886.0,51009.0,50801.0,50807.0,22.02259158777334,1118901.8108
1640419200000.0,2021-12-25 08:00:00,BTC/USDT,50923.0,50973.0,50790.0,50886.0,12.370186015800023,629469.2856
1640415600000.0,2021-12-25 07:00:00,BTC/USDT,50963.0,51079.0,50825.0,50923.0,32.884046786324454,1674554.3145
1640412000000.0,2021-12-25 06:00:00,BTC/USDT,50886.0,50977.0,50659.0,50963.0,49.311986292015774,2513086.7574
1640408400000.0,2021-12-25 05:00:00,BTC/USDT,50878.0,51005.0,50857.0,50886.0,33.3724157469638,1698188.7477
1640404800000.0,2021-12-25 04:00:00,BTC/USDT,50840.0,51044.0,50800.0,50878.0,19.320125600455995,982969.3503
1640401200000.0,2021-12-25 03:00:00,BTC/USDT,50780.0,50935.0,50711.0,50840.0,43.49408987411488,2211239.5292
1640397600000.0,2021-12-25 02:00:00,BTC/USDT,50988.0,51120.0,50769.0,50780.0,132.33874880070894,6720161.6641
1640394000000.0,2021-12-25 01:00:00,BTC/USDT,51049.0,51092.0,50847.0,50988.0,39.51039192555111,2014555.8635
1640390400000.0,2021-12-25 00:00:00,BTC/USDT,50813.0,51065.0,50606.0,51049.0,64.781375335462,3307024.4295
1640386800000.0,2021-12-24 23:00:00,BTC/USDT,50764.0,50886.0,50495.0,50813.0,91.34861611201858,4641697.2305
1640383200000.0,2021-12-24 22:00:00,BTC/USDT,50878.0,50938.0,50567.0,50764.0,54.48959619415334,2766109.8612
1640379600000.0,2021-12-24 21:00:00,BTC/USDT,51105.0,51138.0,50860.0,50878.0,23.963367229450842,1219208.1979
1640376000000.0,2021-12-24 20:00:00,BTC/USDT,51129.0,51222.0,50779.0,51103.0,96.86645602997868,4950166.5025
1640372400000.0,2021-12-24 19:00:00,BTC/USDT,51618.0,51846.0,51077.0,51129.0,158.75644839327975,8117058.4499
1640368800000.0,2021-12-24 18:00:00,BTC/USDT,51117.0,51643.0,51084.0,51618.0,159.3982890270836,8227820.883
1640365200000.0,2021-12-24 17:00:00,BTC/USDT,50937.0,51117.0,50742.0,51117.0,67.48276946221414,3449516.7266
1640361600000.0,2021-12-24 16:00:00,BTC/USDT,50953.0,51225.0,50841.0,50937.0,79.86670372420834,4068170.2876
1640358000000.0,2021-12-24 15:00:00,BTC/USDT,50759.0,50985.0,50374.0,50953.0,109.02876225737444,5555342.5233
1640354400000.0,2021-12-24 14:00:00,BTC/USDT,51043.0,51244.0,50673.0,50759.0,93.48660572509309,4745286.62
1640350800000.0,2021-12-24 13:00:00,BTC/USDT,51026.0,51161.0,50875.0,51044.0,59.999387971162136,3062608.7596
1640347200000.0,2021-12-24 12:00:00,BTC/USDT,50994.0,51077.0,50827.0,51026.0,65.56898409634304,3345722.9825
1640343600000.0,2021-12-24 11:00:00,BTC/USDT,51182.0,51489.0,50867.0,50994.0,119.87744771345648,6113030.5687
1640340000000.0,2021-12-24 10:00:00,BTC/USDT,51266.0,51266.0,51076.0,51187.0,59.711122746009735,3056433.24
1640336400000.0,2021-12-24 09:00:00,BTC/USDT,51068.0,51293.0,51049.0,51266.0,66.46560269769438,3407425.5879
1640332800000.0,2021-12-24 08:00:00,BTC/USDT,50992.0,51217.0,50903.0,51068.0,73.09194048131903,3732659.2165
1640329200000.0,2021-12-24 07:00:00,BTC/USDT,50886.0,51077.0,50825.0,50992.0,80.16970504000628,4088013.5994
1640325600000.0,2021-12-24 06:00:00,BTC/USDT,51014.0,51014.0,50750.0,50886.0,96.50479501827616,4910742.9993
1640322000000.0,2021-12-24 05:00:00,BTC/USDT,50957.0,51017.0,50841.0,51014.0,111.94232955463207,5710625.9999
1640318400000.0,2021-12-24 04:00:00,BTC/USDT,51038.0,51098.0,50938.0,50957.0,43.561388484408425,2219757.673
1640314800000.0,2021-12-24 03:00:00,BTC/USDT,51053.0,51167.0,50874.0,51036.0,76.91347411239126,3925356.0648
1640311200000.0,2021-12-24 02:00:00,BTC/USDT,51344.0,51513.0,51020.0,51053.0,116.43698087477719,5944457.1846
1640307600000.0,2021-12-24 01:00:00,BTC/USDT,50882.0,51358.0,50845.0,51344.0,182.86459624883142,9388999.8298
1640304000000.0,2021-12-24 00:00:00,BTC/USDT,50834.0,50984.0,50649.0,50882.0,99.01525573483747,5038094.2423
1640300400000.0,2021-12-23 23:00:00,BTC/USDT,50762.0,50844.0,50537.0,50834.0,81.77263617854192,4156830.1875
